"event-id","visible","timestamp","location-long","location-lat","acceleration-raw-x","acceleration-raw-y","acceleration-raw-z","bar:barometric-height","battery-charge-percent","battery-charging-current","external-temperature","gps:hdop","gps:satellite-count","gps-time-to-fix","ground-speed","heading","height-above-msl","import-marked-outlier","gls:light-level","mag:magnetic-field-raw-x","mag:magnetic-field-raw-y","mag:magnetic-field-raw-z","orn:transmission-protocol","tag-voltage","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","ECMWF Interim Full Daily SFC-FC 10 Metre Wind Gust","ECMWF Interim Full Daily SFC-FC Sunshine Duration","ECMWF Interim Full Daily SFC-FC Maximum Temperature at 2 m","ECMWF Interim Full Daily SFC-FC Temperature (2 m above Ground)","ECMWF Interim Full Daily SFC-FC Minimum Temperature at 2 m"
"21539476299","true","2022-03-20 04:45:42.000","12.5670166015625","45.50522232055664","72.0","133.0","1043.0","0.0","84","0.0","23.0","1.0","10","1.0","0.0","230.0","-8.0","false","0.0","1.309","-0.312","0.42","GPRS","4056.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476300","true","2022-03-20 04:45:43.000","12.5670166015625","45.50522232055664","-168.0","172.0","1032.0","0.0","83","0.0","23.0","1.0","10","1.02","0.0","305.0","-8.0","false","0.0","1.377","-0.194","0.445","GPRS","4050.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476301","true","2022-03-20 04:45:44.000","12.5670166015625","45.50522232055664","-45.0","105.0","1043.0","0.0","83","0.0","23.0","1.0","10","0.98","0.0","229.0","-8.0","false","0.0","1.44","-0.204","0.42","GPRS","4050.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476302","true","2022-03-20 04:45:45.000","12.5670166015625","45.50522232055664","-86.0","161.0","1049.0","0.0","82","0.0","23.0","1.0","10","1.0","0.0","335.0","-8.0","false","0.0","1.495","-0.013","0.385","GPRS","4042.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476303","true","2022-03-20 04:45:46.000","12.5670166015625","45.50522232055664","-37.0","169.0","1028.0","0.0","83","0.0","23.0","1.0","10","1.01","0.0","26.0","-8.0","false","0.0","1.484","0.053","0.385","GPRS","4047.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476304","true","2022-03-20 04:45:47.000","12.5670166015625","45.50522232055664","-352.0","225.0","1027.0","0.0","83","0.0","23.0","1.0","10","0.98","0.0","53.0","-8.0","false","0.0","1.294","0.237","0.362","GPRS","4047.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476305","true","2022-03-20 04:45:48.000","12.567020416259766","45.50522232055664","-60.0","148.0","1020.0","0.0","83","0.0","23.0","1.0","10","1.0","0.0","88.0","-8.0","false","0.0","1.289","0.16","0.418","GPRS","4047.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21539476306","true","2022-03-20 04:45:49.000","12.567021369934082","45.50522232055664","-161.0","-1.0","1011.0","0.0","83","0.0","23.0","0.9","11","1.04","0.0","113.0","-8.0","false","0.0","1.426","0.119","0.386","GPRS","4045.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21550817441","true","2022-03-20 17:55:15.000","12.566760063171387","45.50517272949219","-62.0","5.0","1055.0","0.0","100","0.0","27.0","1.1","5","30.3","0.0","43.0","7.0","false","1256.0","1.067","-0.193","0.418","GPRS","4151.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21550817442","true","2022-03-20 17:55:23.000","12.566728591918945","45.50519561767578","-46.0","-14.0","1046.0","0.0","100","0.0","27.0","1.1","5","7.31","0.0","356.0","7.0","false","0.0","1.388","-0.193","0.429","GPRS","4151.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21550817443","true","2022-03-21 04:41:35.000","12.566974639892578","45.50527572631836","-55.0","138.0","1025.0","0.0","95","0.0","24.0","1.3","5","27.0","0.2777777777777778","44.0","-19.0","false","0.0","1.463","0.114","0.355","GPRS","4118.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972256","true","2022-03-22 04:41:45.000","12.567038536071777","45.505218505859375","25.0","175.0","1054.0","0.0","97","0.0","21.0","1.1","8","36.4","0.0","251.0","-5.0","false","675.0","1.295","-0.29","0.438","GPRS","4132.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972257","true","2022-03-22 04:41:46.000","12.567038536071777","45.505218505859375","-66.0","123.0","1031.0","0.0","83","0.0","21.0","1.1","8","1.01","0.0","249.0","-5.0","false","0.0","1.429","-0.186","0.432","GPRS","4045.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972258","true","2022-03-22 04:41:47.000","12.567034721374512","45.505218505859375","-35.0","124.0","1051.0","0.0","82","0.0","21.0","1.1","8","0.99","0.0","335.0","-4.0","false","0.0","1.376","-0.228","0.433","GPRS","4042.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972259","true","2022-03-22 04:41:48.000","12.567034721374512","45.505218505859375","-11.0","81.0","1045.0","0.0","83","0.0","21.0","1.1","8","1.0","0.0","286.0","-5.0","false","0.0","1.201","-0.236","0.448","GPRS","4045.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972260","true","2022-03-22 04:41:49.000","12.567056655883789","45.505226135253906","-58.0","134.0","1019.0","0.0","82","0.0","21.0","0.9","11","1.06","0.0","286.0","-10.0","false","0.0","1.174","-0.21","0.464","GPRS","4039.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972261","true","2022-03-22 04:41:50.000","12.567066192626953","45.50522994995117","68.0","236.0","1014.0","0.0","82","0.0","21.0","0.9","11","0.99","0.0","271.0","-13.0","false","0.0","1.244","-0.275","0.441","GPRS","4039.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972262","true","2022-03-22 04:41:51.000","12.567072868347168","45.50522994995117","-157.0","83.0","1005.0","0.0","81","0.0","21.0","0.9","11","0.97","0.0","272.0","-15.0","false","0.0","1.208","-0.203","0.462","GPRS","4033.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972263","true","2022-03-22 04:41:52.000","12.567070007324219","45.50522994995117","61.0","31.0","1018.0","0.0","83","0.0","21.0","0.9","11","1.02","0.0","256.0","-15.0","false","0.0","1.143","-0.26","0.433","GPRS","4045.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972264","true","2022-03-22 04:41:53.000","12.567070007324219","45.50522994995117","-83.0","150.0","1048.0","0.0","81","0.0","21.0","0.9","11","0.99","0.0","275.0","-15.0","false","0.0","1.191","-0.197","0.45","GPRS","4033.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972265","true","2022-03-22 04:41:54.000","12.567072868347168","45.50522994995117","-17.0","217.0","1030.0","0.0","83","0.0","21.0","0.9","11","1.02","0.0","192.0","-16.0","false","0.0","1.146","-0.199","0.466","GPRS","4045.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972266","true","2022-03-22 04:41:55.000","12.567033767700195","45.505226135253906","14.0","110.0","1054.0","0.0","83","0.0","21.0","0.7","15","1.1","0.0","289.0","-10.0","false","0.0","1.102","-0.181","0.459","GPRS","4045.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972267","true","2022-03-22 04:41:56.000","12.567023277282715","45.50522232055664","-92.0","142.0","1073.0","0.0","81","0.0","21.0","0.7","15","0.94","0.0","299.0","-8.0","false","0.0","1.084","-0.151","0.46","GPRS","4036.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972268","true","2022-03-22 04:41:57.000","12.567018508911133","45.50522232055664","-212.0","251.0","1018.0","0.0","80","0.0","21.0","0.7","15","0.99","0.0","215.0","-7.0","false","0.0","1.118","-0.065","0.479","GPRS","4031.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972269","true","2022-03-22 04:41:58.000","12.567014694213867","45.50522232055664","79.0","156.0","1016.0","0.0","81","0.0","21.0","0.7","15","1.0","0.0","178.0","-6.0","false","2.0","1.072","-0.079","0.477","GPRS","4036.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21557972270","true","2022-03-22 04:41:59.000","12.5670166015625","45.505218505859375","-186.0","238.0","1018.0","0.0","82","0.0","21.0","0.7","15","1.01","0.0","229.0","-6.0","false","0.0","1.134","-0.111","0.472","GPRS","4039.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21564063498","true","2022-03-22 17:57:45.000","12.567061424255371","45.50531005859375","-79.0","128.0","1035.0","0.0","100","0.0","25.0","1.3","5","19.87","0.0","106.0","-6.0","false","1215.0","1.498","-0.123","0.383","GPRS","4149.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21564063499","true","2022-03-22 17:57:53.000","12.567145347595215","45.50528335571289","-51.0","-67.0","1056.0","0.0","100","0.0","25.0","1.3","5","7.89","0.0","159.0","-6.0","false","0.0","1.338","-0.234","0.422","GPRS","4149.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21564063500","true","2022-03-23 04:38:05.000","12.567045211791992","45.50521469116211","-32.0","-271.0","1028.0","0.0","95","0.0","24.0","1.3","6","36.65","0.0","255.0","-7.0","false","6.0","1.312","-0.098","0.466","GPRS","4118.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992225","true","2022-03-24 04:38:05.000","12.567118644714355","45.50546646118164","-72.0","3.0","1071.0","0.0","98","0.0","24.0","1.0","9","35.89","0.0","104.0","-5.0","false","692.0","1.049","0.113","0.409","GPRS","4135.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992226","true","2022-03-24 04:38:06.000","12.567116737365723","45.50545883178711","-129.0","161.0","1058.0","0.0","81","0.0","24.0","1.0","9","0.99","0.0","119.0","-6.0","false","0.0","1.196","0.193","0.403","GPRS","4033.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992227","true","2022-03-24 04:38:07.000","12.56711483001709","45.505455017089844","-69.0","39.0","1026.0","0.0","81","0.0","24.0","1.0","9","1.02","0.0","126.0","-7.0","false","3.0","1.202","0.202","0.397","GPRS","4033.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992228","true","2022-03-24 04:38:08.000","12.567116737365723","45.50545120239258","-136.0","-36.0","1056.0","0.0","81","0.0","24.0","1.0","9","0.99","0.0","118.0","-7.0","false","0.0","1.247","0.21","0.4","GPRS","4036.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992229","true","2022-03-24 04:38:09.000","12.567116737365723","45.50545120239258","-133.0","-61.0","1031.0","0.0","81","0.0","24.0","1.0","9","0.99","0.0","70.0","-7.0","false","0.0","1.354","0.148","0.407","GPRS","4036.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992230","true","2022-03-24 04:38:10.000","12.567118644714355","45.50545120239258","-128.0","172.0","1035.0","0.0","81","0.0","24.0","0.8","15","1.11","0.0","58.0","-7.0","false","0.0","1.489","0.084","0.367","GPRS","4033.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992231","true","2022-03-24 04:38:11.000","12.567118644714355","45.50545120239258","-132.0","-10.0","1031.0","0.0","81","0.0","24.0","0.8","16","1.0","0.0","42.0","-6.0","false","0.0","1.433","0.066","0.392","GPRS","4033.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992232","true","2022-03-24 04:38:12.000","12.567118644714355","45.50545120239258","-52.0","-87.0","1067.0","0.0","80","0.0","24.0","0.8","16","1.0","0.0","26.0","-6.0","false","0.0","1.413","0.001","0.41","GPRS","4031.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992233","true","2022-03-24 04:38:13.000","12.567118644714355","45.50545120239258","-40.0","-81.0","1069.0","0.0","81","0.0","24.0","0.8","16","1.01","0.0","37.0","-6.0","false","0.0","1.401","-0.117","0.425","GPRS","4033.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992234","true","2022-03-24 04:38:14.000","12.567119598388672","45.505455017089844","-102.0","170.0","1049.0","0.0","80","0.0","24.0","0.8","16","0.99","0.0","3.0","-5.0","false","0.0","1.459","-0.155","0.402","GPRS","4028.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992235","true","2022-03-24 04:38:15.000","12.567119598388672","45.505455017089844","-88.0","-63.0","1045.0","0.0","80","0.0","24.0","0.8","16","1.02","0.0","351.0","-5.0","false","0.0","1.337","-0.192","0.439","GPRS","4031.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992236","true","2022-03-24 04:38:16.000","12.567119598388672","45.505455017089844","-86.0","-49.0","1025.0","0.0","80","0.0","24.0","0.8","16","0.99","0.0","46.0","-5.0","false","0.0","1.345","-0.179","0.433","GPRS","4028.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992237","true","2022-03-24 04:38:17.000","12.567119598388672","45.505455017089844","-73.0","-106.0","1033.0","0.0","79","0.0","24.0","0.8","16","0.99","0.0","306.0","-5.0","false","0.0","1.265","-0.222","0.438","GPRS","4025.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992238","true","2022-03-24 04:38:18.000","12.567118644714355","45.505455017089844","-65.0","-18.0","1042.0","0.0","80","0.0","24.0","0.8","16","1.0","0.0","325.0","-5.0","false","0.0","1.262","-0.241","0.435","GPRS","4028.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21571992239","true","2022-03-24 04:38:19.000","12.567112922668457","45.505455017089844","-142.0","-66.0","1031.0","0.0","80","0.0","24.0","0.8","16","1.0","0.0","275.0","-5.0","false","0.0","1.315","-0.184","0.441","GPRS","4028.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21576161995","true","2022-03-24 18:00:35.000","12.566909790039062","45.50529098510742","50.0","-165.0","1033.0","0.0","99","0.0","25.0","1.0","7","30.41","0.0","298.0","-9.0","false","1120.0","1.078","-0.272","0.389","GPRS","4146.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21576161996","true","2022-03-24 18:00:43.000","12.566896438598633","45.50528335571289","-69.0","-83.0","1056.0","0.0","98","0.0","26.0","1.0","7","7.39","0.0","258.0","-7.0","false","0.0","0.989","-0.109","0.385","GPRS","4140.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21576161997","true","2022-03-25 04:33:45.000","12.567237854003906","45.505516052246094","-160.0","-50.0","1053.0","0.0","93","0.0","25.0","1.6","6","21.11","0.0","62.0","-2.0","false","0.0","0.98","0.051","0.394","GPRS","4106.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593752","true","2022-03-26 04:34:05.000","12.566776275634766","45.50507354736328","-222.0","-78.0","1023.0","0.0","96","0.0","25.0","1.7","9","40.33","0.0","50.0","-2.0","false","736.0","1.434","0.04","0.429","GPRS","4123.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593753","true","2022-03-26 04:34:06.000","12.566778182983398","45.50507736206055","-65.0","39.0","1088.0","0.0","80","0.0","25.0","1.7","9","1.02","0.0","2.0","-1.0","false","0.0","1.471","0.03","0.417","GPRS","4031.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593754","true","2022-03-26 04:34:11.000","12.566780090332031","45.50508499145508","-47.0","192.0","1051.0","0.0","80","0.0","25.0","1.7","9","4.98","0.0","55.0","-1.0","false","0.0","1.507","0.051","0.374","GPRS","4028.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593755","true","2022-03-26 04:34:12.000","12.566786766052246","45.50508499145508","-82.0","186.0","1057.0","0.0","79","0.0","25.0","1.7","9","1.0","0.0","75.0","-2.0","false","0.0","1.487","0.076","0.373","GPRS","4025.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593756","true","2022-03-26 04:34:13.000","12.56679630279541","45.50508117675781","-78.0","218.0","1024.0","0.0","79","0.0","25.0","1.7","9","1.02","0.0","37.0","-2.0","false","0.0","1.522","0.002","0.382","GPRS","4025.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593757","true","2022-03-26 04:34:14.000","12.566800117492676","45.50508117675781","-134.0","200.0","1032.0","0.0","79","0.0","25.0","1.7","9","0.99","0.0","31.0","-2.0","false","0.0","1.51","0.028","0.359","GPRS","4022.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593758","true","2022-03-26 04:34:15.000","12.566802024841309","45.50508117675781","-130.0","74.0","1031.0","0.0","80","0.0","25.0","1.7","9","1.0","0.0","21.0","-3.0","false","0.0","1.48","0.032","0.393","GPRS","4031.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593759","true","2022-03-26 04:34:16.000","12.566800117492676","45.50508117675781","1.0","207.0","1034.0","0.0","79","0.0","25.0","1.7","9","1.02","0.0","52.0","-3.0","false","0.0","1.488","0.079","0.362","GPRS","4025.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593760","true","2022-03-26 04:34:17.000","12.56679630279541","45.50508117675781","73.0","244.0","1023.0","0.0","80","0.0","25.0","1.7","9","0.99","0.0","108.0","-3.0","false","0.0","1.474","0.101","0.365","GPRS","4028.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593761","true","2022-03-26 04:34:18.000","12.566798210144043","45.50508117675781","-97.0","155.0","1053.0","0.0","79","0.0","25.0","1.7","9","1.0","0.0","117.0","-3.0","false","0.0","1.453","0.121","0.384","GPRS","4025.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593762","true","2022-03-26 04:34:19.000","12.566802024841309","45.50508117675781","-246.0","217.0","1008.0","0.0","79","0.0","25.0","1.7","9","1.0","0.0","41.0","-3.0","false","0.0","1.515","0.092","0.345","GPRS","4025.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593763","true","2022-03-26 04:34:20.000","12.566804885864258","45.50508117675781","-4.0","202.0","1003.0","0.0","80","0.0","25.0","1.7","9","0.99","0.0","32.0","-3.0","false","0.0","1.531","-0.025","0.374","GPRS","4028.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593764","true","2022-03-26 04:34:21.000","12.56680679321289","45.50508117675781","-66.0","-4.0","1062.0","0.0","79","0.0","25.0","1.7","9","1.0","0.0","54.0","-3.0","false","0.0","1.416","0.126","0.389","GPRS","4025.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593765","true","2022-03-26 04:34:22.000","12.56680679321289","45.50507736206055","-234.0","55.0","1019.0","0.0","79","0.0","25.0","1.7","9","0.99","0.0","173.0","-3.0","false","0.0","1.462","0.097","0.386","GPRS","4022.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21582593766","true","2022-03-26 04:34:23.000","12.566804885864258","45.50508117675781","-66.0","93.0","1076.0","0.0","78","0.0","25.0","1.7","9","1.0","0.0","7.0","-3.0","false","0.0","1.402","0.152","0.396","GPRS","4017.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21588714829","true","2022-03-26 18:03:15.000","12.566530227661133","45.50494384765625","121.0","-230.0","845.0","0.0","97","0.0","24.0","1.6","4","28.78","0.2777777777777778","294.0","-19.0","false","1340.0","1.185","0.073","0.457","GPRS","4132.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21588714830","true","2022-03-26 18:03:23.000","12.566550254821777","45.50490951538086","111.0","-412.0","1040.0","0.0","97","0.0","25.0","1.6","4","7.74","0.0","286.0","-18.0","false","0.0","1.135","0.121","0.422","GPRS","4129.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21588714831","true","2022-03-27 04:30:06.000","12.566974639892578","45.5052375793457","-159.0","265.0","1017.0","0.0","91","0.0","25.0","1.7","6","31.58","0.0","23.0","-1.0","false","0.0","1.517","-0.07","0.388","GPRS","4098.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341892","true","2022-03-28 04:30:05.000","12.566201210021973","45.50510787963867","-62.0","26.0","1053.0","0.0","95","0.0","24.0","0.9","9","29.87","0.2777777777777778","153.0","-4.0","false","783.0","1.037","0.041","0.419","GPRS","4121.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341893","true","2022-03-28 04:30:06.000","12.566203117370605","45.505104064941406","-63.0","7.0","1054.0","0.0","78","0.0","24.0","0.9","9","1.02","0.2777777777777778","154.0","-4.0","false","0.0","1.036","0.078","0.412","GPRS","4019.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341894","true","2022-03-28 04:30:07.000","12.566203117370605","45.50510025024414","-38.0","27.0","1056.0","0.0","78","0.0","24.0","0.9","9","1.01","0.2777777777777778","157.0","-4.0","false","0.0","1.034","0.057","0.42","GPRS","4019.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341895","true","2022-03-28 04:30:08.000","12.566205024719238","45.505096435546875","-77.0","35.0","1029.0","0.0","78","0.0","24.0","0.9","9","0.99","0.2777777777777778","156.0","-4.0","false","0.0","1.026","0.063","0.417","GPRS","4019.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341896","true","2022-03-28 04:30:09.000","12.566207885742188","45.50509262084961","-81.0","60.0","1031.0","0.0","79","0.0","24.0","0.9","9","0.98","0.2777777777777778","156.0","-4.0","false","0.0","1.043","0.078","0.405","GPRS","4022.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341897","true","2022-03-28 04:30:10.000","12.56620979309082","45.505088806152344","-84.0","16.0","1041.0","0.0","78","0.0","24.0","0.8","13","1.1","0.2777777777777778","151.0","-4.0","false","0.0","1.017","0.039","0.408","GPRS","4019.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341898","true","2022-03-28 04:30:11.000","12.566211700439453","45.50508499145508","-55.0","51.0","1038.0","0.0","77","0.0","24.0","0.8","14","0.98","0.2777777777777778","157.0","-4.0","false","0.0","1.027","0.023","0.411","GPRS","4011.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341899","true","2022-03-28 04:30:12.000","12.566213607788086","45.50508117675781","-106.0","-4.0","1067.0","0.0","78","0.0","24.0","0.8","14","1.01","0.2777777777777778","163.0","-4.0","false","0.0","1.026","0.036","0.413","GPRS","4019.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
"21596341900","true","2022-03-28 04:30:13.000","12.566214561462402","45.50507354736328","-43.0","-15.0","1044.0","0.0","77","0.0","24.0","0.8","14","1.01","0.2777777777777778","164.0","-5.0","false","0.0","1.034","0.031","0.415","GPRS","4011.0","gps","Tadorna tadorna","180066","Shelduck2","Shelduck Italy ISPRA MPIAB","NaN","NaN","NaN","NaN","NaN"
